Parsing sentences from training set
Initial loss (7809426.9624207867, 4.7257675880596056e-13) theoretical step size 5.60717030489e-09
enwik-200/BFGDiter_from2PPM_dim50_step1.2e-05_0.0
Iter #: 4320 loss (4547274.9707059944, 3263.2621589202231)
Iter #: 4330 loss (4541750.137147123, 3263.7340395977731)
Iter #: 4340 loss (4748206.621711609, 3264.5486560285863)
Iter #: 4350 loss (4992749.761216877, 3265.0073797902032)
Iter #: 4360 loss (4980187.4549208172, 3265.6133431480475)
Iter #: 4370 loss (4729576.4258350972, 3265.8324664552624)
Iter #: 4380 loss (4928562.5575022139, 3266.5189925094583)
Iter #: 4390 loss (4771799.2485358017, 3266.5948798247605)
Iter #: 4400 loss (4759057.7372137923, 3268.3025538422485)
Iter #: 4410 loss (4917872.922282788, 3267.5492747067433)
Iter #: 4420 loss (4974183.2441976741, 3267.0055504181692)
Iter #: 4430 loss (4855511.1520039309, 3266.5674415698973)
Iter #: 4440 loss (4901343.1494680215, 3268.0734394143196)
Iter #: 4450 loss (4781885.2056828588, 3271.0054507167301)
Iter #: 4460 loss (4658256.6546720127, 3273.9588521939309)
Iter #: 4470 loss (4551218.9110831646, 3272.4274496858175)
Iter #: 4480 loss (4532705.2566527976, 3273.8782232636613)
Iter #: 4490 loss (4507319.3719006926, 3275.6588490511504)
Iter #: 4500 loss (4881476.325312797, 3274.9394859649251)
Iter #: 4510 loss (4508125.914213514, 3276.1903184232547)
Iter #: 4520 loss (4495495.5366102653, 3277.5275627107626)
Iter #: 4530 loss (4530301.2318612542, 3278.2054449247207)
Iter #: 4540 loss (4472483.5525112031, 3279.0318883961645)
Iter #: 4550 loss (4848893.9391865833, 3280.3700781188113)
Iter #: 4560 loss (5065902.0631196545, 3279.467874412213)
Iter #: 4570 loss (5029229.6697611231, 3280.9032550461907)
Iter #: 4580 loss (4792785.3629138358, 3281.8835536649462)
Iter #: 4590 loss (4722185.2546150079, 3284.4936001511164)
Iter #: 4600 loss (4614481.0485829916, 3284.7473164032467)
Iter #: 4610 loss (4814929.7545393594, 3282.756723258899)
Iter #: 4620 loss (5058704.6998225711, 3282.5198779767647)
Iter #: 4630 loss (5041129.1170415338, 3283.9123042089432)
Iter #: 4640 loss (4788616.7061993359, 3284.4221791538862)
Iter #: 4650 loss (4485308.1129662497, 3285.2742504539219)
Iter #: 4660 loss (4433669.7914230563, 3287.7296038683257)
Iter #: 4670 loss (4477147.8250076566, 3288.2684574522077)
Iter #: 4680 loss (4655709.0768241845, 3290.4342767194548)
Iter #: 4690 loss (4707489.537553641, 3289.8331218290914)
Iter #: 4700 loss (4558670.7703391341, 3290.586279559353)
Iter #: 4710 loss (4545455.9974118238, 3291.2457931758527)
Iter #: 4720 loss (4493552.2134765144, 3291.9758189574259)
Iter #: 4730 loss (4607436.5094358698, 3292.5566242963791)
Iter #: 4740 loss (4592030.6098459428, 3292.4153880357039)
Iter #: 4750 loss (4497659.8692211499, 3291.6473294226043)
Iter #: 4760 loss (4558089.5496612163, 3292.9649575338399)
Iter #: 4770 loss (4501768.2769371746, 3293.9971808856594)
Iter #: 4780 loss (4484761.8145488165, 3295.1163625307554)
Iter #: 4790 loss (4526565.157621732, 3295.0313114591559)
Iter #: 4800 loss (4883146.768648183, 3295.4611944398648)
Iter #: 4810 loss (4950979.8648811346, 3296.0168208729156)
Iter #: 4820 loss (4812123.0768476166, 3294.7282127496069)
Iter #: 4830 loss (4671966.0413928796, 3295.1001160820565)
Iter #: 4840 loss (4543287.6626061611, 3295.4145143304972)
Iter #: 4850 loss (4562537.2043598341, 3297.3690003377524)
Iter #: 4860 loss (4508879.8249389203, 3298.9514599693352)
Iter #: 4870 loss (4451407.2367606694, 3299.7130186287814)
Iter #: 4880 loss (4809064.2391764857, 3298.93245084003)
Iter #: 4890 loss (4904692.0913641201, 3299.8486586403114)
Iter #: 4900 loss (4821697.6722739264, 3299.7978634950573)
Iter #: 4910 loss (5075391.4083308876, 3299.336552097704)
Iter #: 4920 loss (5113192.6952206353, 3299.5571557212252)
Iter #: 4930 loss (5094393.9469229132, 3300.2684607161718)
Iter #: 4940 loss (5128491.2980545014, 3300.0928639592553)
Iter #: 4950 loss (5063890.066089604, 3300.8712935168678)
Iter #: 4960 loss (4844329.5539028673, 3301.1898034465889)
Iter #: 4970 loss (4797634.4278945746, 3303.2373870075294)
Iter #: 4980 loss (4985295.3931823224, 3302.9706672749389)
Iter #: 4990 loss (4857674.6803865265, 3301.5003635871481)
Iter #: 5000 loss (4856463.690548962, 3303.0171564325324)
--- 2721.6286203861237 seconds ---
