Parsing sentences from training set
Initial loss (7809426.9624207867, 4.7257675880596056e-13) theoretical step size 5.60717030489e-09
Iter #: 1650 loss (nan, nan)
Iter #: 1660 loss (nan, nan)
Iter #: 1670 loss (nan, nan)
Iter #: 1680 loss (nan, nan)
Iter #: 1690 loss (nan, nan)
Iter #: 1700 loss (nan, nan)
Iter #: 1710 loss (nan, nan)
Iter #: 1720 loss (nan, nan)
Iter #: 1730 loss (nan, nan)
Iter #: 1740 loss (nan, nan)
Iter #: 1750 loss (nan, nan)
Iter #: 1760 loss (nan, nan)
Iter #: 1770 loss (nan, nan)
Iter #: 1780 loss (nan, nan)
Iter #: 1790 loss (nan, nan)
Iter #: 1800 loss (nan, nan)
Iter #: 1810 loss (nan, nan)
Iter #: 1820 loss (nan, nan)
Iter #: 1830 loss (nan, nan)
Iter #: 1840 loss (nan, nan)
Iter #: 1850 loss (nan, nan)
Iter #: 1860 loss (nan, nan)
Iter #: 1870 loss (nan, nan)
Iter #: 1880 loss (nan, nan)
Iter #: 1890 loss (nan, nan)
Iter #: 1900 loss (nan, nan)
Iter #: 1910 loss (nan, nan)
Iter #: 1920 loss (nan, nan)
Iter #: 1930 loss (nan, nan)
Iter #: 1940 loss (nan, nan)
Iter #: 1950 loss (nan, nan)
Iter #: 1960 loss (nan, nan)
Iter #: 1970 loss (nan, nan)
Iter #: 1980 loss (nan, nan)
Iter #: 1990 loss (nan, nan)
Iter #: 2000 loss (nan, nan)
Iter #: 2010 loss (nan, nan)
Iter #: 2020 loss (nan, nan)
Iter #: 2030 loss (nan, nan)
Iter #: 2040 loss (nan, nan)
Iter #: 2050 loss (nan, nan)
Iter #: 2060 loss (nan, nan)
Iter #: 2070 loss (nan, nan)
Iter #: 2080 loss (nan, nan)
Iter #: 2090 loss (nan, nan)
Iter #: 2100 loss (nan, nan)
Iter #: 2110 loss (nan, nan)
Iter #: 2120 loss (nan, nan)
Iter #: 2130 loss (nan, nan)
Iter #: 2140 loss (nan, nan)
Iter #: 2150 loss (nan, nan)
Iter #: 2160 loss (nan, nan)
Iter #: 2170 loss (nan, nan)
Iter #: 2180 loss (nan, nan)
Iter #: 2190 loss (nan, nan)
Iter #: 2200 loss (nan, nan)
Iter #: 2210 loss (nan, nan)
Iter #: 2220 loss (nan, nan)
Iter #: 2230 loss (nan, nan)
Iter #: 2240 loss (nan, nan)
Iter #: 2250 loss (nan, nan)
Iter #: 2260 loss (nan, nan)
Iter #: 2270 loss (nan, nan)
Iter #: 2280 loss (nan, nan)
Iter #: 2290 loss (nan, nan)
Iter #: 2300 loss (nan, nan)
Iter #: 2310 loss (nan, nan)
Iter #: 2320 loss (nan, nan)
Iter #: 2330 loss (nan, nan)
Iter #: 2340 loss (nan, nan)
Iter #: 2350 loss (nan, nan)
Iter #: 2360 loss (nan, nan)
Iter #: 2370 loss (nan, nan)
Iter #: 2380 loss (nan, nan)
Iter #: 2390 loss (nan, nan)
Iter #: 2400 loss (nan, nan)
Iter #: 2410 loss (nan, nan)
Iter #: 2420 loss (nan, nan)
Iter #: 2430 loss (nan, nan)
Iter #: 2440 loss (nan, nan)
Iter #: 2450 loss (nan, nan)
Iter #: 2460 loss (nan, nan)
Iter #: 2470 loss (nan, nan)
Iter #: 2480 loss (nan, nan)
Iter #: 2490 loss (nan, nan)
Iter #: 2500 loss (nan, nan)
Iter #: 2510 loss (nan, nan)
Iter #: 2520 loss (nan, nan)
Iter #: 2530 loss (nan, nan)
Iter #: 2540 loss (nan, nan)
Iter #: 2550 loss (nan, nan)
Iter #: 2560 loss (nan, nan)
Iter #: 2570 loss (nan, nan)
Iter #: 2580 loss (nan, nan)
Iter #: 2590 loss (nan, nan)
Iter #: 2600 loss (nan, nan)
Iter #: 2610 loss (nan, nan)
Iter #: 2620 loss (nan, nan)
Iter #: 2630 loss (nan, nan)
Iter #: 2640 loss (nan, nan)
Iter #: 2650 loss (nan, nan)
Iter #: 2660 loss (nan, nan)
Iter #: 2670 loss (nan, nan)
Iter #: 2680 loss (nan, nan)
Iter #: 2690 loss (nan, nan)
Iter #: 2700 loss (nan, nan)
Iter #: 2710 loss (nan, nan)
Iter #: 2720 loss (nan, nan)
Iter #: 2730 loss (nan, nan)
Iter #: 2740 loss (nan, nan)
Iter #: 2750 loss (nan, nan)
Iter #: 2760 loss (nan, nan)
Iter #: 2770 loss (nan, nan)
Iter #: 2780 loss (nan, nan)
Iter #: 2790 loss (nan, nan)
Iter #: 2800 loss (nan, nan)
Iter #: 2810 loss (nan, nan)
Iter #: 2820 loss (nan, nan)
Iter #: 2830 loss (nan, nan)
Iter #: 2840 loss (nan, nan)
Iter #: 2850 loss (nan, nan)
Iter #: 2860 loss (nan, nan)
Iter #: 2870 loss (nan, nan)
Iter #: 2880 loss (nan, nan)
Iter #: 2890 loss (nan, nan)
Iter #: 2900 loss (nan, nan)
Iter #: 2910 loss (nan, nan)
Iter #: 2920 loss (nan, nan)
Iter #: 2930 loss (nan, nan)
Iter #: 2940 loss (nan, nan)
Iter #: 2950 loss (nan, nan)
Iter #: 2960 loss (nan, nan)
Iter #: 2970 loss (nan, nan)
Iter #: 2980 loss (nan, nan)
Iter #: 2990 loss (nan, nan)
Iter #: 3000 loss (nan, nan)
Iter #: 3010 loss (nan, nan)
Iter #: 3020 loss (nan, nan)
Iter #: 3030 loss (nan, nan)
Iter #: 3040 loss (nan, nan)
Iter #: 3050 loss (nan, nan)
Iter #: 3060 loss (nan, nan)
Iter #: 3070 loss (nan, nan)
Iter #: 3080 loss (nan, nan)
Iter #: 3090 loss (nan, nan)
Iter #: 3100 loss (nan, nan)
Iter #: 3110 loss (nan, nan)
Iter #: 3120 loss (nan, nan)
Iter #: 3130 loss (nan, nan)
Iter #: 3140 loss (nan, nan)
Iter #: 3150 loss (nan, nan)
Iter #: 3160 loss (nan, nan)
Iter #: 3170 loss (nan, nan)
Iter #: 3180 loss (nan, nan)
Iter #: 3190 loss (nan, nan)
Iter #: 3200 loss (nan, nan)
Iter #: 3210 loss (nan, nan)
Iter #: 3220 loss (nan, nan)
Iter #: 3230 loss (nan, nan)
Iter #: 3240 loss (nan, nan)
Iter #: 3250 loss (nan, nan)
Iter #: 3260 loss (nan, nan)
Iter #: 3270 loss (nan, nan)
Iter #: 3280 loss (nan, nan)
Iter #: 3290 loss (nan, nan)
Iter #: 3300 loss (nan, nan)
Iter #: 3310 loss (nan, nan)
Iter #: 3320 loss (nan, nan)
Iter #: 3330 loss (nan, nan)
Iter #: 3340 loss (nan, nan)
Iter #: 3350 loss (nan, nan)
Iter #: 3360 loss (nan, nan)
Iter #: 3370 loss (nan, nan)
Iter #: 3380 loss (nan, nan)
Iter #: 3390 loss (nan, nan)
Iter #: 3400 loss (nan, nan)
Iter #: 3410 loss (nan, nan)
Iter #: 3420 loss (nan, nan)
Iter #: 3430 loss (nan, nan)
Iter #: 3440 loss (nan, nan)
Iter #: 3450 loss (nan, nan)
Iter #: 3460 loss (nan, nan)
Iter #: 3470 loss (nan, nan)
Iter #: 3480 loss (nan, nan)
Iter #: 3490 loss (nan, nan)
Iter #: 3500 loss (nan, nan)
Iter #: 3510 loss (nan, nan)
Iter #: 3520 loss (nan, nan)
Iter #: 3530 loss (nan, nan)
Iter #: 3540 loss (nan, nan)
Iter #: 3550 loss (nan, nan)
Iter #: 3560 loss (nan, nan)
Iter #: 3570 loss (nan, nan)
Iter #: 3580 loss (nan, nan)
Iter #: 3590 loss (nan, nan)
Iter #: 3600 loss (nan, nan)
Iter #: 3610 loss (nan, nan)
Iter #: 3620 loss (nan, nan)
Iter #: 3630 loss (nan, nan)
Iter #: 3640 loss (nan, nan)
Iter #: 3650 loss (nan, nan)
Iter #: 3660 loss (nan, nan)
Iter #: 3670 loss (nan, nan)
Iter #: 3680 loss (nan, nan)
Iter #: 3690 loss (nan, nan)
Iter #: 3700 loss (nan, nan)
Iter #: 3710 loss (nan, nan)
Iter #: 3720 loss (nan, nan)
Iter #: 3730 loss (nan, nan)
Iter #: 3740 loss (nan, nan)
Iter #: 3750 loss (nan, nan)
Iter #: 3760 loss (nan, nan)
Iter #: 3770 loss (nan, nan)
Iter #: 3780 loss (nan, nan)
Iter #: 3790 loss (nan, nan)
Iter #: 3800 loss (nan, nan)
Iter #: 3810 loss (nan, nan)
Iter #: 3820 loss (nan, nan)
Iter #: 3830 loss (nan, nan)
Iter #: 3840 loss (nan, nan)
Iter #: 3850 loss (nan, nan)
Iter #: 3860 loss (nan, nan)
Iter #: 3870 loss (nan, nan)
Iter #: 3880 loss (nan, nan)
Iter #: 3890 loss (nan, nan)
Iter #: 3900 loss (nan, nan)
Iter #: 3910 loss (nan, nan)
Iter #: 3920 loss (nan, nan)
Iter #: 3930 loss (nan, nan)
Iter #: 3940 loss (nan, nan)
Iter #: 3950 loss (nan, nan)
Iter #: 3960 loss (nan, nan)
Iter #: 3970 loss (nan, nan)
Iter #: 3980 loss (nan, nan)
Iter #: 3990 loss (nan, nan)
Iter #: 4000 loss (nan, nan)
Iter #: 4010 loss (nan, nan)
Iter #: 4020 loss (nan, nan)
Iter #: 4030 loss (nan, nan)
Iter #: 4040 loss (nan, nan)
Iter #: 4050 loss (nan, nan)
Iter #: 4060 loss (nan, nan)
Iter #: 4070 loss (nan, nan)
Iter #: 4080 loss (nan, nan)
Iter #: 4090 loss (nan, nan)
Iter #: 4100 loss (nan, nan)
Iter #: 4110 loss (nan, nan)
Iter #: 4120 loss (nan, nan)
Iter #: 4130 loss (nan, nan)
Iter #: 4140 loss (nan, nan)
Iter #: 4150 loss (nan, nan)
Iter #: 4160 loss (nan, nan)
Iter #: 4170 loss (nan, nan)
Iter #: 4180 loss (nan, nan)
Iter #: 4190 loss (nan, nan)
Iter #: 4200 loss (nan, nan)
Iter #: 4210 loss (nan, nan)
Iter #: 4220 loss (nan, nan)
Iter #: 4230 loss (nan, nan)
Iter #: 4240 loss (nan, nan)
Iter #: 4250 loss (nan, nan)
Iter #: 4260 loss (nan, nan)
Iter #: 4270 loss (nan, nan)
Iter #: 4280 loss (nan, nan)
Iter #: 4290 loss (nan, nan)
Iter #: 4300 loss (nan, nan)
Iter #: 4310 loss (nan, nan)
Iter #: 4320 loss (nan, nan)
Iter #: 4330 loss (nan, nan)
Iter #: 4340 loss (nan, nan)
Iter #: 4350 loss (nan, nan)
Iter #: 4360 loss (nan, nan)
Iter #: 4370 loss (nan, nan)
Iter #: 4380 loss (nan, nan)
Iter #: 4390 loss (nan, nan)
Iter #: 4400 loss (nan, nan)
Iter #: 4410 loss (nan, nan)
Iter #: 4420 loss (nan, nan)
Iter #: 4430 loss (nan, nan)
Iter #: 4440 loss (nan, nan)
Iter #: 4450 loss (nan, nan)
Iter #: 4460 loss (nan, nan)
Iter #: 4470 loss (nan, nan)
Iter #: 4480 loss (nan, nan)
Iter #: 4490 loss (nan, nan)
Iter #: 4500 loss (nan, nan)
Iter #: 4510 loss (nan, nan)
Iter #: 4520 loss (nan, nan)
Iter #: 4530 loss (nan, nan)
Iter #: 4540 loss (nan, nan)
Iter #: 4550 loss (nan, nan)
Iter #: 4560 loss (nan, nan)
Iter #: 4570 loss (nan, nan)
Iter #: 4580 loss (nan, nan)
Iter #: 4590 loss (nan, nan)
Iter #: 4600 loss (nan, nan)
Iter #: 4610 loss (nan, nan)
Iter #: 4620 loss (nan, nan)
Iter #: 4630 loss (nan, nan)
Iter #: 4640 loss (nan, nan)
Iter #: 4650 loss (nan, nan)
Iter #: 4660 loss (nan, nan)
Iter #: 4670 loss (nan, nan)
Iter #: 4680 loss (nan, nan)
Iter #: 4690 loss (nan, nan)
Iter #: 4700 loss (nan, nan)
Iter #: 4710 loss (nan, nan)
Iter #: 4720 loss (nan, nan)
Iter #: 4730 loss (nan, nan)
Iter #: 4740 loss (nan, nan)
Iter #: 4750 loss (nan, nan)
Iter #: 4760 loss (nan, nan)
Iter #: 4770 loss (nan, nan)
Iter #: 4780 loss (nan, nan)
Iter #: 4790 loss (nan, nan)
Iter #: 4800 loss (nan, nan)
Iter #: 4810 loss (nan, nan)
Iter #: 4820 loss (nan, nan)
Iter #: 4830 loss (nan, nan)
Iter #: 4840 loss (nan, nan)
Iter #: 4850 loss (nan, nan)
Iter #: 4860 loss (nan, nan)
Iter #: 4870 loss (nan, nan)
Iter #: 4880 loss (nan, nan)
Iter #: 4890 loss (nan, nan)
Iter #: 4900 loss (nan, nan)
Iter #: 4910 loss (nan, nan)
Iter #: 4920 loss (nan, nan)
Iter #: 4930 loss (nan, nan)
Iter #: 4940 loss (nan, nan)
Iter #: 4950 loss (nan, nan)
Iter #: 4960 loss (nan, nan)
Iter #: 4970 loss (nan, nan)
Iter #: 4980 loss (nan, nan)
Iter #: 4990 loss (nan, nan)
Iter #: 5000 loss (nan, nan)
--- 876.869740486145 seconds ---
