Parsing sentences from training set
Initial loss (7809426.9624207867, 4.7257675880596056e-13) theoretical step size 5.60717030489e-09
Iter #: 1050 loss (4621034.025136237, 2389.3295130685879)
Iter #: 1060 loss (4619891.428998244, 2397.1142046781979)
Iter #: 1070 loss (4618777.8311123224, 2404.8001167804096)
Iter #: 1080 loss (4617687.8943499047, 2412.394484205357)
Iter #: 1090 loss (4616618.292429233, 2419.9025685786651)
Iter #: 1100 loss (4615566.7722208705, 2427.32836541298)
Iter #: 1110 loss (4614531.7931633098, 2434.6750353538519)
Iter #: 1120 loss (4613512.1994143734, 2441.9451666303949)
Iter #: 1130 loss (4612507.1400536615, 2449.1409484634596)
Iter #: 1140 loss (4611515.9141079411, 2456.2642796030732)
Iter #: 1150 loss (4610537.9723505797, 2463.3168461278124)
Iter #: 1160 loss (4609572.8253523111, 2470.300170094541)
Iter #: 1170 loss (4608620.0708765341, 2477.2156481634183)
Iter #: 1180 loss (4607679.3291211557, 2484.064574854769)
Iter #: 1190 loss (4606750.2774603534, 2490.8481637117779)
Iter #: 1200 loss (4605832.5993459458, 2497.5675589575562)
Iter #: 1210 loss (4604926.0200507911, 2504.2238482407683)
Iter #: 1220 loss (4604030.2634943277, 2510.8180686277469)
Iter #: 1230 loss (4603145.0867783576, 2517.3512149801322)
Iter #: 1240 loss (4602270.2422222886, 2523.8242430127366)
Iter #: 1250 loss (4601405.5099995537, 2530.2380752420618)
Iter #: 1260 loss (4600550.6639472814, 2536.5936024463249)
Iter #: 1270 loss (4599705.5021809656, 2542.891688173549)
Iter #: 1280 loss (4598869.8158339057, 2549.133169295385)
Iter #: 1290 loss (4598043.4177381825, 2555.318859609044)
Iter #: 1300 loss (4597226.1135460259, 2561.4495498609513)
Iter #: 1310 loss (4596417.7286351109, 2567.5260107469453)
Iter #: 1320 loss (4595618.0812269524, 2573.5489926191121)
Iter #: 1330 loss (4594827.0076890457, 2579.5192280662268)
Iter #: 1340 loss (4594044.337362227, 2585.4374314293113)
Iter #: 1350 loss (4593269.9164256332, 2591.3043010759707)
Iter #: 1360 loss (4592503.5842069266, 2597.120518800788)
Iter #: 1370 loss (4591745.19576253, 2602.8867518674483)
Iter #: 1380 loss (4590994.5994863398, 2608.6036523412913)
Iter #: 1390 loss (4590251.6585428622, 2614.2718589490896)
Iter #: 1400 loss (4589516.2296201084, 2619.8919963737198)
Iter #: 1410 loss (4588788.1833389569, 2625.4646769664491)
Iter #: 1420 loss (4588067.3840178018, 2630.9905000229851)
Iter #: 1430 loss (4587353.7091695266, 2636.4700533734081)
Iter #: 1440 loss (4586647.0301618688, 2641.9039126520875)
Iter #: 1450 loss (4585947.2309028544, 2647.2926427839657)
Iter #: 1460 loss (4585254.1892936761, 2652.6367972564335)
Iter #: 1470 loss (4584567.7951948652, 2657.9369195162831)
Iter #: 1480 loss (4583887.9325779239, 2663.1935422487636)
Iter #: 1490 loss (4583214.4968580352, 2668.4071886964462)
Iter #: 1500 loss (4582547.3776579574, 2673.5783719487481)
Iter #: 1510 loss (4581886.4755874416, 2678.7075961917517)
Iter #: 1520 loss (4581231.6855387604, 2683.7953560101878)
Iter #: 1530 loss (4580582.9129888574, 2688.8421375756429)
Iter #: 1540 loss (4579940.0577498423, 2693.8484179621082)
Iter #: 1550 loss (4579303.0298672924, 2698.814666278779)
Iter #: 1560 loss (4578671.733751351, 2703.7413429996745)
Iter #: 1570 loss (4578046.0837432425, 2708.6289010463229)
Iter #: 1580 loss (4577425.9885538034, 2713.4777851315152)
Iter #: 1590 loss (4576811.3665699679, 2718.2884327964675)
Iter #: 1600 loss (4576202.1305275075, 2723.0612737684683)
Iter #: 1610 loss (4575598.2026300831, 2727.796730956532)
Iter #: 1620 loss (4574999.4993817601, 2732.4952198225174)
Iter #: 1630 loss (4574405.9465931207, 2737.1571493388133)
Iter #: 1640 loss (4573817.4642967228, 2741.7829213723639)
Iter #: 1650 loss (4573233.981718081, 2746.3729316075696)
Iter #: 1660 loss (4572655.422193408, 2750.9275689425472)
Iter #: 1670 loss (4572081.7181876926, 2755.4472163801111)
Iter #: 1680 loss (4571512.7961291512, 2759.9322504355455)
Iter #: 1690 loss (4570948.5915622916, 2764.3830419982737)
Iter #: 1700 loss (4570389.0338072339, 2768.7999557503854)
Iter #: 1710 loss (4569834.0613428988, 2773.1833510013489)
Iter #: 1720 loss (4569283.606191026, 2777.5335811165387)
Iter #: 1730 loss (4568737.6096339067, 2781.8509943271647)
Iter #: 1740 loss (4568196.0062133409, 2786.1359331680233)
Iter #: 1750 loss (4567658.7398977028, 2790.3887352646325)
Iter #: 1760 loss (4567125.747574145, 2794.609732779461)
Iter #: 1770 loss (4566596.9757927582, 2798.7992531780933)
Iter #: 1780 loss (4566072.3636173671, 2802.9576186832296)
Iter #: 1790 loss (4565551.8600894418, 2807.0851470215175)
Iter #: 1800 loss (4565035.4062848147, 2811.182150884661)
Iter #: 1810 loss (4564522.9536571996, 2815.2489386584366)
Iter #: 1820 loss (4564014.4451324241, 2819.285813890338)
Iter #: 1830 loss (4563509.8345146971, 2823.2930760020786)
Iter #: 1840 loss (4563009.0664218031, 2827.2710197631632)
Iter #: 1850 loss (4562512.0969516169, 2831.2199359881333)
Iter #: 1860 loss (4562018.8722457429, 2835.1401110158727)
Iter #: 1870 loss (4561529.3506701067, 2839.0318273925036)
Iter #: 1880 loss (4561043.4797538677, 2842.8953633555316)
Iter #: 1890 loss (4560561.2200901201, 2846.7309935031121)
Iter #: 1900 loss (4560082.5203514351, 2850.5389882844888)
Iter #: 1910 loss (4559607.3433679016, 2854.3196146572568)
Iter #: 1920 loss (4559135.6390217543, 2858.0731355800726)
Iter #: 1930 loss (4558667.3724511024, 2861.7998106531754)
Iter #: 1940 loss (4558202.4938762709, 2865.4998956232416)
Iter #: 1950 loss (4557740.9702529265, 2869.1736430279211)
Iter #: 1960 loss (4557282.7539363727, 2872.8213016934778)
Iter #: 1970 loss (4556827.8164034029, 2876.44311730547)
Iter #: 1980 loss (4556376.1065282086, 2880.0393319258819)
Iter #: 1990 loss (4555927.5885730879, 2883.6101847681525)
Iter #: 2000 loss (4555482.22114811, 2887.155911791283)
Iter #: 2010 loss (4555040.0107716778, 2890.6767457077472)
Iter #: 2020 loss (4554600.9000913762, 2894.1729149336506)
Iter #: 2030 loss (4554164.7378927842, 2897.6446460884149)
Iter #: 2040 loss (4553731.4495700141, 2901.0921668339738)
Iter #: 2050 loss (4553301.5206145225, 2904.5157004846988)
Iter #: 2060 loss (4552875.2646630798, 2907.9154488778468)
Iter #: 2070 loss (4552450.7133691423, 2911.2916087676745)
Iter #: 2080 loss (4552025.2657848345, 2914.6444513106376)
Iter #: 2090 loss (4551606.1957072951, 2917.9742969664221)
Iter #: 2100 loss (4551208.6598078199, 2921.2811448561692)
Iter #: 2110 loss (4550807.0653695334, 2924.5645857249087)
Iter #: 2120 loss (4550316.8862285381, 2927.8254726686273)
Iter #: 2130 loss (4549816.1077183252, 2931.0672636902732)
Iter #: 2140 loss (4549758.211896955, 2934.2887046070682)
Iter #: 2150 loss (4549990.158752257, 2937.4729461918932)
Iter #: 2160 loss (4548166.3119598553, 2940.618932126155)
Iter #: 2170 loss (4543710.7315448225, 2943.8096411110569)
Iter #: 2180 loss (4549500.801342329, 2947.1017496438417)
Iter #: 2190 loss (4565423.6492697438, 2949.9980518220182)
Iter #: 2200 loss (4556878.7114716908, 2952.6708164018214)
Iter #: 2210 loss (4526601.0610192064, 2955.621138907462)
Iter #: 2220 loss (4531125.1833402272, 2959.1991484278556)
Iter #: 2230 loss (4572228.1515399842, 2962.1870322686)
Iter #: 2240 loss (4566254.1505676806, 2964.2681745219984)
Iter #: 2250 loss (4525922.1087293234, 2967.168482918642)
Iter #: 2260 loss (4527293.7588858726, 2970.7733186863647)
Iter #: 2270 loss (4570414.8178264676, 2973.6392502478066)
Iter #: 2280 loss (4565569.8797926828, 2975.6844864078994)
Iter #: 2290 loss (4523561.5008857641, 2978.54143863747)
Iter #: 2300 loss (4526800.8808354558, 2982.0833703142844)
Iter #: 2310 loss (4570184.1131069623, 2984.9147450807559)
Iter #: 2320 loss (4564337.2912006686, 2986.8572035182447)
Iter #: 2330 loss (4522006.2397399954, 2989.6441005404108)
Iter #: 2340 loss (4524371.7359080128, 2993.1377716009856)
Iter #: 2350 loss (4568964.2896519406, 2995.8710670224027)
Iter #: 2360 loss (4563486.3406431982, 2997.7412960723627)
Iter #: 2370 loss (4519903.6845065532, 3000.4680615341936)
Iter #: 2380 loss (4523659.094132144, 3003.8978953292285)
Iter #: 2390 loss (4568689.477918582, 3006.5898300378012)
Iter #: 2400 loss (4562346.6458528368, 3008.3616830462684)
Iter #: 2410 loss (4518595.3650775254, 3011.0178895744871)
Iter #: 2420 loss (4520778.5835144045, 3014.4043121543855)
Iter #: 2430 loss (4567062.5095570581, 3016.9780352294747)
Iter #: 2440 loss (4561598.4063733118, 3018.6919568314024)
Iter #: 2450 loss (4516009.0173892649, 3021.2960596892835)
Iter #: 2460 loss (4522250.8506714208, 3024.6031957754349)
Iter #: 2470 loss (4568122.3529295409, 3027.2117683117126)
Iter #: 2480 loss (4559792.8844394414, 3028.803406015667)
Iter #: 2490 loss (4516731.1271757325, 3031.3295852619635)
Iter #: 2500 loss (4515034.9423490893, 3034.6452763941506)
Iter #: 2510 loss (4562648.5453270301, 3036.9249557526273)
Iter #: 2520 loss (4559368.7907394506, 3038.5912621702114)
Iter #: 2530 loss (4510102.6842040261, 3041.1287384302473)
Iter #: 2540 loss (4524189.3975365432, 3044.2325157298906)
Iter #: 2550 loss (4567980.9503616542, 3046.8424286354302)
Iter #: 2560 loss (4555377.6453193091, 3048.2819166493719)
Iter #: 2570 loss (4516857.8542665597, 3050.6695472730139)
Iter #: 2580 loss (4512097.4626712259, 3053.9299035411432)
Iter #: 2590 loss (4559047.8528783349, 3055.9956075365349)
Iter #: 2600 loss (4557389.5047969613, 3057.5643758700398)
Iter #: 2610 loss (4505933.9450142495, 3059.9973368491324)
Iter #: 2620 loss (4522497.8926957343, 3062.9460407748134)
Iter #: 2630 loss (4566572.4279944273, 3065.4828810551458)
Iter #: 2640 loss (4552707.6444050642, 3066.7959523048489)
Iter #: 2650 loss (4515678.5889252182, 3069.0595768138564)
Iter #: 2660 loss (4509451.8159966571, 3072.244020909809)
Iter #: 2670 loss (4556198.0638129655, 3074.1482855868185)
Iter #: 2680 loss (4555414.8208234766, 3075.606727969875)
Iter #: 2690 loss (4502223.3755317749, 3077.9431585690677)
Iter #: 2700 loss (4520213.5782989915, 3080.7484776230776)
Iter #: 2710 loss (4565261.0176478187, 3083.2175706451308)
Iter #: 2720 loss (4549553.1611233316, 3084.4067257295301)
Iter #: 2730 loss (4514656.6667315522, 3086.5463758123806)
Iter #: 2740 loss (4505510.3611418484, 3089.6454344752365)
Iter #: 2750 loss (4553268.6881178236, 3091.3421971285356)
Iter #: 2760 loss (4554978.359909473, 3092.8263050143655)
Iter #: 2770 loss (4501930.73795598, 3094.9528421116356)
Iter #: 2780 loss (4522290.5881739128, 3097.7740338018293)
Iter #: 2790 loss (4562323.8802566063, 3100.0068984716231)
Iter #: 2800 loss (4551004.4411342777, 3101.1557811107036)
Iter #: 2810 loss (4508841.4560414674, 3103.2192338146619)
Iter #: 2820 loss (4515919.4496052116, 3106.2713038995043)
Iter #: 2830 loss (4555009.6292722309, 3108.291038213807)
Iter #: 2840 loss (4548214.1639542822, 3109.1865196619128)
Iter #: 2850 loss (4514244.9344911603, 3111.2150495466726)
Iter #: 2860 loss (4508091.5157594783, 3114.2117817342792)
Iter #: 2870 loss (4556634.5198233658, 3116.059564524518)
Iter #: 2880 loss (4552159.346515731, 3116.9568086486038)
Iter #: 2890 loss (4495097.0180607298, 3118.9413386342776)
Iter #: 2900 loss (4523778.5000208402, 3121.4825881227184)
Iter #: 2910 loss (4554413.0458337897, 3123.5228525387215)
Iter #: 2920 loss (4547292.0163200079, 3124.6286383716256)
Iter #: 2930 loss (4495139.4729962749, 3126.8034074913376)
Iter #: 2940 loss (4492554.1658878922, 3129.3374184856048)
Iter #: 2950 loss (4551032.02004134, 3130.6900598895691)
Iter #: 2960 loss (4545944.1003137855, 3132.2496446388918)
Iter #: 2970 loss (4505256.2407006463, 3134.1438379416459)
Iter #: 2980 loss (4515989.5099058421, 3137.0792868297158)
Iter #: 2990 loss (4546927.6869713217, 3138.9527467835037)
Iter #: 3000 loss (4530514.4845958063, 3139.6989829557933)
Iter #: 3010 loss (4505948.7981720148, 3141.4695482066277)
Iter #: 3020 loss (4526176.8075555498, 3144.1900070822758)
Iter #: 3030 loss (4554314.5409748778, 3145.8483787565929)
Iter #: 3040 loss (4543840.5029470781, 3146.550839458328)
Iter #: 3050 loss (4484257.2133988785, 3148.9048440747024)
Iter #: 3060 loss (4521754.3583042519, 3150.8197138320638)
Iter #: 3070 loss (4538488.7750748591, 3152.7295116857508)
Iter #: 3080 loss (4537377.6483691763, 3154.108974241406)
Iter #: 3090 loss (4492606.820572692, 3155.6749299227995)
Iter #: 3100 loss (4503083.0275926273, 3158.1611994314771)
Iter #: 3110 loss (4560224.1803306527, 3160.0489239367716)
Iter #: 3120 loss (4516248.4124413347, 3160.7018965707443)
Iter #: 3130 loss (4500020.5142204324, 3162.8913160483644)
Iter #: 3140 loss (4556712.0633398555, 3165.3564400054734)
Iter #: 3150 loss (4521771.3405669993, 3165.7054113007771)
Iter #: 3160 loss (4480002.8076125262, 3167.6789113354516)
Iter #: 3170 loss (4480851.5777127706, 3169.4182905562111)
Iter #: 3180 loss (4507642.5711049456, 3171.2328971628549)
Iter #: 3190 loss (4547630.1249225242, 3173.601451827356)
Iter #: 3200 loss (4546182.1157555236, 3173.9455716153789)
Iter #: 3210 loss (4503700.3811000139, 3175.6813398066924)
Iter #: 3220 loss (4558157.6169762686, 3178.307872005812)
Iter #: 3230 loss (4506853.428275831, 3178.5339898082052)
Iter #: 3240 loss (4484259.4009523094, 3181.1045978105217)
Iter #: 3250 loss (4545453.1045606099, 3181.7347346761517)
Iter #: 3260 loss (4490147.4543118738, 3183.2923932715403)
Iter #: 3270 loss (4522157.310845986, 3185.8093353962099)
Iter #: 3280 loss (4548483.2341060527, 3187.136021523299)
Iter #: 3290 loss (4532876.2906391667, 3187.5678586773734)
Iter #: 3300 loss (4510118.5345628159, 3190.2994183888895)
Iter #: 3310 loss (4557414.9384400677, 3192.0187133099048)
Iter #: 3320 loss (4499320.3406552467, 3192.1189712014757)
Iter #: 3330 loss (4485892.8640699247, 3194.7483051605732)
Iter #: 3340 loss (4519329.9782855548, 3195.1008286298193)
Iter #: 3350 loss (4480255.3212840352, 3196.6540513978589)
Iter #: 3360 loss (4492559.0103676682, 3198.5829319521276)
Iter #: 3370 loss (4560210.2118503647, 3200.6880907138229)
Iter #: 3380 loss (4496225.1418189649, 3200.7244253592708)
Iter #: 3390 loss (4516563.8705471018, 3203.2978452516227)
Iter #: 3400 loss (4541642.9477072414, 3204.8158155583583)
Iter #: 3410 loss (4537738.48305484, 3205.0072676920176)
Iter #: 3420 loss (4529791.3230215898, 3206.5517276598698)
Iter #: 3430 loss (4543757.1495134896, 3207.7228513861087)
Iter #: 3440 loss (4522812.5119597092, 3209.3222547446799)
Iter #: 3450 loss (4541220.113038633, 3210.7008112556914)
Iter #: 3460 loss (4490818.7420322597, 3211.9604797147349)
Iter #: 3470 loss (4504759.8676853739, 3214.4541833598828)
Iter #: 3480 loss (4519779.79905988, 3215.8130108618175)
Iter #: 3490 loss (4519071.4131885897, 3217.0078614516628)
Iter #: 3500 loss (4539237.5532537857, 3217.8679819074659)
Iter #: 3510 loss (4536454.9605335109, 3218.7034745364235)
Iter #: 3520 loss (4465916.5435331352, 3220.1515539654729)
Iter #: 3530 loss (4489725.0300240079, 3221.2047651602343)
Iter #: 3540 loss (4510437.7669884562, 3223.6102155710764)
Iter #: 3550 loss (4534039.3808239885, 3225.0674704030544)
Iter #: 3560 loss (4492110.5813572286, 3225.2683054124368)
Iter #: 3570 loss (4479761.7115394613, 3227.5628329451511)
Iter #: 3580 loss (4504220.1423291406, 3227.4887955250765)
Iter #: 3590 loss (4502228.4019236397, 3229.48477571683)
Iter #: 3600 loss (4544185.1029886771, 3231.066596533642)
Iter #: 3610 loss (4510972.167883588, 3232.1979392887461)
Iter #: 3620 loss (4538261.7340717809, 3233.2579192728781)
Iter #: 3630 loss (4535204.645185872, 3234.1965592698521)
Iter #: 3640 loss (4528626.7479133084, 3235.1982737913213)
Iter #: 3650 loss (4548180.1927810302, 3237.036528836376)
Iter #: 3660 loss (4538313.7902178513, 3237.0163893349677)
Iter #: 3670 loss (4470923.5175188994, 3238.1788835460343)
Iter #: 3680 loss (4535094.4039679496, 3239.5327459214732)
Iter #: 3690 loss (4514651.3949361341, 3240.7014750681442)
Iter #: 3700 loss (4494361.9973206874, 3242.073125458372)
Iter #: 3710 loss (4481456.5283689313, 3244.1677145760559)
Iter #: 3720 loss (4536230.616766708, 3244.7462656811745)
Iter #: 3730 loss (4534995.2746145492, 3245.3295830874144)
Iter #: 3740 loss (4538153.8497398645, 3246.8946421019696)
Iter #: 3750 loss (4519481.0442777919, 3247.0565695416785)
Iter #: 3760 loss (4493684.0838003205, 3249.331848990169)
Iter #: 3770 loss (4554997.5869345423, 3250.7293621703575)
Iter #: 3780 loss (4476498.244973951, 3250.3630536132323)
Iter #: 3790 loss (4474588.4994681757, 3252.4818200892691)
Iter #: 3800 loss (4536419.1854314897, 3252.811636651878)
Iter #: 3810 loss (4520532.17422878, 3253.9509908292616)
Iter #: 3820 loss (4537725.3142584935, 3254.6272910849757)
Iter #: 3830 loss (4531243.5315661523, 3255.7755692903202)
Iter #: 3840 loss (4532058.5149598354, 3256.7934121623898)
Iter #: 3850 loss (4479283.8412238481, 3258.1017486169967)
Iter #: 3860 loss (4548864.0426521599, 3259.8674403449077)
Iter #: 3870 loss (4520380.7882926529, 3259.7098986035921)
Iter #: 3880 loss (4504868.1586527815, 3260.672088273695)
Iter #: 3890 loss (4488348.4310316341, 3262.2864476468967)
Iter #: 3900 loss (4528441.2325880127, 3264.4834958592587)
Iter #: 3910 loss (4464839.3720634691, 3264.2308628226542)
Iter #: 3920 loss (4452952.9692445258, 3265.510885938108)
Iter #: 3930 loss (4530470.3383193417, 3265.8578801436911)
Iter #: 3940 loss (4503784.1428468097, 3267.2110046929029)
Iter #: 3950 loss (4546712.3994583609, 3268.8130829277038)
Iter #: 3960 loss (4488746.4967345251, 3268.7959846670765)
Iter #: 3970 loss (4493396.978012559, 3270.8725419410302)
Iter #: 3980 loss (4538913.558363406, 3272.0935592487622)
Iter #: 3990 loss (4467070.8584115999, 3271.3501316099837)
Iter #: 4000 loss (4530249.0881829234, 3272.4833387589806)
Iter #: 4010 loss (4534970.2491642293, 3273.3761017759375)
Iter #: 4020 loss (4474732.4498220356, 3274.5901810482628)
Iter #: 4030 loss (4535704.9401040329, 3275.6699072951042)
Iter #: 4040 loss (4511128.7686416479, 3275.4953702153534)
Iter #: 4050 loss (4506398.0868412042, 3277.4556051786308)
Iter #: 4060 loss (4517339.5294859651, 3278.0900587838096)
Iter #: 4070 loss (4538899.9351952309, 3279.5993775254237)
Iter #: 4080 loss (4468937.0883594938, 3280.3751348099518)
Iter #: 4090 loss (4522083.5182744553, 3280.2728806720966)
Iter #: 4100 loss (4472804.4366497947, 3281.257014200809)
Iter #: 4110 loss (4537110.4153712364, 3283.2430077956897)
Iter #: 4120 loss (4528630.2568960022, 3283.0098053838028)
Iter #: 4130 loss (4497543.5396879567, 3284.2432603982102)
Iter #: 4140 loss (4540310.9772180943, 3285.8239075217984)
Iter #: 4150 loss (4486230.9011133583, 3286.2231434945274)
Iter #: 4160 loss (4553007.1590484232, 3288.0720601377188)
Iter #: 4170 loss (4464510.4257433638, 3287.3348575672476)
Iter #: 4180 loss (4479243.8666823637, 3288.9553811409905)
Iter #: 4190 loss (4544721.484996995, 3290.376286545888)
Iter #: 4200 loss (4537507.0256835883, 3290.4053478210808)
Iter #: 4210 loss (4533588.4111431977, 3290.1991820822914)
Iter #: 4220 loss (4456747.6043749489, 3291.1908357538741)
Iter #: 4230 loss (4463853.0374994259, 3292.2157928614492)
Iter #: 4240 loss (4453083.9204005245, 3293.7871660217929)
Iter #: 4250 loss (4526981.0154596418, 3293.2787777423327)
Iter #: 4260 loss (4451982.8958398402, 3294.4141195374527)
Iter #: 4270 loss (4490945.9000747912, 3295.1044265590745)
Iter #: 4280 loss (4507298.8645265624, 3296.924509990728)
Iter #: 4290 loss (4506737.7179824049, 3297.0452389563288)
Iter #: 4300 loss (4539293.6113365712, 3298.7718865045017)
Iter #: 4310 loss (4539081.7842202792, 3298.717505805384)
Iter #: 4320 loss (4513129.8988189278, 3298.7686350935614)
Iter #: 4330 loss (4496517.8300420977, 3301.1343258761067)
Iter #: 4340 loss (4487225.0497825406, 3302.1013885405437)
Iter #: 4350 loss (4487106.2343420284, 3301.7310213799028)
Iter #: 4360 loss (4544538.747371125, 3303.329123741591)
Iter #: 4370 loss (4460620.3743774742, 3302.845855469975)
Iter #: 4380 loss (4527493.3537548389, 3304.0886379859503)
