Parsing sentences from training set
Initial loss (7809426.9624207867, 4.7257675880596056e-13) theoretical step size 5.60717030489e-09
enwik-200/BFGDiter_from2PPM_dim50_step1e-05_0.0
Iter #: 4320 loss (4521689.0881630704, 3371.9221453568539)
Iter #: 4330 loss (4521612.0388496974, 3373.1645180523283)
Iter #: 4340 loss (4521535.3456996689, 3374.4012168362042)
Iter #: 4350 loss (4521459.0066544097, 3375.63226951865)
Iter #: 4360 loss (4521383.019670886, 3376.8577037338605)
Iter #: 4370 loss (4521307.3827214381, 3378.0775469414934)
Iter #: 4380 loss (4521232.0937936911, 3379.2918264280852)
Iter #: 4390 loss (4521157.1508903634, 3380.5005693084559)
Iter #: 4400 loss (4521082.5520291105, 3381.7038025270986)
Iter #: 4410 loss (4521008.2952424372, 3382.9015528595546)
Iter #: 4420 loss (4520934.378577482, 3384.0938469137768)
Iter #: 4430 loss (4520860.8000959214, 3385.2807111314755)
Iter #: 4440 loss (4520787.5578738488, 3386.4621717894511)
Iter #: 4450 loss (4520714.6500015557, 3387.6382550009207)
Iter #: 4460 loss (4520642.0745834783, 3388.8089867168228)
Iter #: 4470 loss (4520569.8297380256, 3389.9743927271111)
Iter #: 4480 loss (4520497.9135974208, 3391.1344986620379)
Iter #: 4490 loss (4520426.3243076084, 3392.289329993424)
Iter #: 4500 loss (4520355.0600281097, 3393.4389120359178)
Iter #: 4510 loss (4520284.1189318579, 3394.583269948228)
Iter #: 4520 loss (4520213.4992051153, 3395.7224287343679)
Iter #: 4530 loss (4520143.1990473131, 3396.856413244871)
Iter #: 4540 loss (4520073.2166709248, 3397.9852481779953)
Iter #: 4550 loss (4520003.5503013311, 3399.1089580809198)
Iter #: 4560 loss (4519934.1981767286, 3400.2275673509307)
Iter #: 4570 loss (4519865.1585479556, 3401.3411002365879)
Iter #: 4580 loss (4519796.4296783702, 3402.4495808388906)
Iter #: 4590 loss (4519728.0098437639, 3403.5530331124201)
Iter #: 4600 loss (4519659.8973321905, 3404.6514808664833)
Iter #: 4610 loss (4519592.0904438691, 3405.7449477662303)
Iter #: 4620 loss (4519524.5874910345, 3406.8334573337747)
Iter #: 4630 loss (4519457.3867978342, 3407.917032949294)
Iter #: 4640 loss (4519390.4867001921, 3408.9956978521259)
Iter #: 4650 loss (4519323.885545671, 3410.0694751418423)
Iter #: 4660 loss (4519257.5816933652, 3411.1383877793292)
Iter #: 4670 loss (4519191.5735137798, 3412.2024585878307)
Iter #: 4680 loss (4519125.8593886625, 3413.2617102540189)
Iter #: 4690 loss (4519060.437710925, 3414.3161653290135)
Iter #: 4700 loss (4518995.3068844946, 3415.3658462294197)
Iter #: 4710 loss (4518930.4653241653, 3416.4107752383429)
Iter #: 4720 loss (4518865.9114554897, 3417.450974506391)
Iter #: 4730 loss (4518801.6437146617, 3418.4864660526787)
Iter #: 4740 loss (4518737.6605483256, 3419.5172717658052)
Iter #: 4750 loss (4518673.9604135193, 3420.5434134048314)
Iter #: 4760 loss (4518610.5417774813, 3421.5649126002509)
Iter #: 4770 loss (4518547.40311749, 3422.5817908549361)
Iter #: 4780 loss (4518484.5429208102, 3423.5940695450922)
Iter #: 4790 loss (4518421.9596844688, 3424.6017699211798)
Iter #: 4800 loss (4518359.6519151442, 3425.6049131088485)
Iter #: 4810 loss (4518297.618128974, 3426.6035201098471)
Iter #: 4820 loss (4518235.8568514716, 3427.5976118029284)
Iter #: 4830 loss (4518174.3666172791, 3428.5872089447375)
Iter #: 4840 loss (4518113.1459700689, 3429.572332170701)
Iter #: 4850 loss (4518052.1934623802, 3430.5530019958969)
Iter #: 4860 loss (4517991.5076553775, 3431.5292388159141)
Iter #: 4870 loss (4517931.0871187411, 3432.5010629077092)
Iter #: 4880 loss (4517870.9304304067, 3433.4684944304413)
Iter #: 4890 loss (4517811.0361764748, 3434.4315534263078)
Iter #: 4900 loss (4517751.4029509118, 3435.3902598213581)
Iter #: 4910 loss (4517692.0293553974, 3436.3446334263094)
Iter #: 4920 loss (4517632.9139990648, 3437.2946939373355)
Iter #: 4930 loss (4517574.0554983225, 3438.2404609368627)
Iter #: 4940 loss (4517515.4524765946, 3439.1819538943364)
Iter #: 4950 loss (4517457.1035640109, 3440.1191921669879)
Iter #: 4960 loss (4517399.0073972838, 3441.0521950005882)
Iter #: 4970 loss (4517341.162619289, 3441.9809815301846)
Iter #: 4980 loss (4517283.5678788591, 3442.9055707808297)
Iter #: 4990 loss (4517226.2218304481, 3443.8259816682944)
Iter #: 5000 loss (4517169.1231338549, 3444.742232999773)
--- 2967.117351770401 seconds ---
