Parsing sentences from training set
Initial loss (7809426.9624207867, 4.7257675880596056e-13) theoretical step size 5.60717030489e-09
Iter #: 1980 loss (6234900.1416484509, 2.3373770251977628e-13)
Iter #: 1990 loss (6232475.3367772261, 2.535057763646154e-13)
Iter #: 2000 loss (6230067.9443932306, 2.4327625745039725e-13)
Iter #: 2010 loss (6227677.6675783014, 2.6433637734896316e-13)
Iter #: 2020 loss (6225304.2173648234, 2.273251733457976e-13)
Iter #: 2030 loss (6222947.3124912269, 2.1759248802979154e-13)
Iter #: 2040 loss (6220606.6791643314, 2.5692639293264048e-13)
Iter #: 2050 loss (6218282.0508289225, 2.1477097527939359e-13)
Iter #: 2060 loss (6215973.1679442655, 2.1830291510132857e-13)
Iter #: 2070 loss (6213679.7777673919, 2.6437297107840554e-13)
Iter #: 2080 loss (6211401.6341434056, 2.2565674034372944e-13)
Iter #: 2090 loss (6209138.4973022519, 2.2741713718218207e-13)
Iter #: 2100 loss (6206890.1336622974, 2.3452767120880803e-13)
Iter #: 2110 loss (6204656.3156401152, 2.1782079467709582e-13)
Iter #: 2120 loss (6202436.8214666769, 2.2344069683630644e-13)
Iter #: 2130 loss (6200231.4350096248, 2.4043210814473224e-13)
Iter #: 2140 loss (6198039.9456016012, 2.3461663795393191e-13)
Iter #: 2150 loss (6195862.1478741895, 2.4693874217421047e-13)
Iter #: 2160 loss (6193697.8415976968, 2.2151349403875844e-13)
Iter #: 2170 loss (6191546.8315262794, 2.1853770573298958e-13)
Iter #: 2180 loss (6189408.9272483587, 2.6768201902602779e-13)
Iter #: 2190 loss (6187283.9430421442, 2.2808270625605696e-13)
Iter #: 2200 loss (6185171.6977361711, 2.2624651981086838e-13)
Iter #: 2210 loss (6183072.0145744756, 2.2150021178256772e-13)
Iter #: 2220 loss (6180984.7210864555, 2.347815631852398e-13)
Iter #: 2230 loss (6178909.6489610989, 3.015065822400846e-13)
Iter #: 2240 loss (6176846.6339254901, 2.4009155651280618e-13)
Iter #: 2250 loss (6174795.5156273693, 2.2912730118036332e-13)
Iter #: 2260 loss (6172756.1375216534, 2.9638288615525196e-13)
Iter #: 2270 loss (6170728.3467607154, 2.3250050295588565e-13)
Iter #: 2280 loss (6168711.9940881692, 2.3773116655123489e-13)
Iter #: 2290 loss (6166706.9337363439, 2.634341532363556e-13)
Iter #: 2300 loss (6164713.0233268579, 2.4562937635750161e-13)
Iter #: 2310 loss (6162730.1237744447, 2.1940810751796096e-13)
Iter #: 2320 loss (6160758.0991938347, 2.3036006389092013e-13)
Iter #: 2330 loss (6158796.8168095434, 2.2563233873721386e-13)
Iter #: 2340 loss (6156846.1468683798, 2.1630229106756857e-13)
Iter #: 2350 loss (6154905.9625547035, 2.6897392834703151e-13)
Iter #: 2360 loss (6152976.1399080949, 2.1789821165678129e-13)
Iter #: 2370 loss (6151056.5577436648, 2.3804812684238054e-13)
Iter #: 2380 loss (6149147.0975744445, 2.2376478710069308e-13)
Iter #: 2390 loss (6147247.6435361048, 2.5455776013449756e-13)
Iter #: 2400 loss (6145358.0823139045, 2.301215318223575e-13)
Iter #: 2410 loss (6143478.30307143, 2.5767554707402415e-13)
Iter #: 2420 loss (6141608.1973815039, 2.3779322205927259e-13)
Iter #: 2430 loss (6139747.6591588408, 2.452693820189424e-13)
Iter #: 2440 loss (6137896.584594463, 2.4256808712515849e-13)
Iter #: 2450 loss (6136054.8720919183, 2.0820977464405791e-13)
Iter #: 2460 loss (6134222.4222050784, 2.6800360721873899e-13)
Iter #: 2470 loss (6132399.137577462, 2.2940716395329667e-13)
Iter #: 2480 loss (6130584.9228831921, 2.4130433601291931e-13)
Iter #: 2490 loss (6128779.6847692942, 2.7845227232466949e-13)
Iter #: 2500 loss (6126983.3317994541, 2.3125852346012385e-13)
Iter #: 2510 loss (6125195.7743991166, 2.5065293908386243e-13)
Iter #: 2520 loss (6123416.9248019066, 2.3921064895117423e-13)
Iter #: 2530 loss (6121646.6969973054, 2.4494009113375088e-13)
Iter #: 2540 loss (6119885.0066794753, 2.4801223394501835e-13)
Iter #: 2550 loss (6118131.7711974606, 2.8269832021482492e-13)
Iter #: 2560 loss (6116386.9095063452, 2.3044727979655979e-13)
Iter #: 2570 loss (6114650.3421197031, 2.5220609772961153e-13)
Iter #: 2580 loss (6112921.9910629978, 2.5055326321394799e-13)
Iter #: 2590 loss (6111201.779828175, 2.7803878815872859e-13)
Iter #: 2600 loss (6109489.6333293281, 2.711161235253589e-13)
Iter #: 2610 loss (6107785.4778592605, 2.9044465554771016e-13)
Iter #: 2620 loss (6106089.2410471374, 2.7750343850388318e-13)
Iter #: 2630 loss (6104400.8518172856, 2.8149478723704505e-13)
Iter #: 2640 loss (6102720.2403487107, 2.2470022370653923e-13)
Iter #: 2650 loss (6101047.3380357791, 2.3992650723018502e-13)
Iter #: 2660 loss (6099382.0774498228, 2.4274932196230468e-13)
Iter #: 2670 loss (6097724.3923016908, 2.6068691172800386e-13)
Iter #: 2680 loss (6096074.2174051879, 2.3286508767928528e-13)
Iter #: 2690 loss (6094431.4886416188, 2.8293834744783839e-13)
Iter #: 2700 loss (6092796.1429250669, 2.2314697055502872e-13)
Iter #: 2710 loss (6091168.1181687061, 2.5920452417018622e-13)
Iter #: 2720 loss (6089547.3532520309, 2.6935837291097702e-13)
Iter #: 2730 loss (6087933.787988971, 2.5222212503706538e-13)
Iter #: 2740 loss (6086327.3630969543, 2.6286475922709842e-13)
Iter #: 2750 loss (6084728.0201667864, 2.4972127865346734e-13)
Iter #: 2760 loss (6083135.7016335735, 2.8543537456948293e-13)
Iter #: 2770 loss (6081550.3507484477, 2.4987711676169206e-13)
Iter #: 2780 loss (6079971.911551103, 2.6237661179363017e-13)
Iter #: 2790 loss (6078400.3288434446, 2.6030574528560643e-13)
Iter #: 2800 loss (6076835.5481639206, 2.5963718834543077e-13)
Iter #: 2810 loss (6075277.5157627771, 2.7315564287048424e-13)
Iter #: 2820 loss (6073726.1785782538, 2.5248312350129468e-13)
Iter #: 2830 loss (6072181.4842135273, 2.8257033861131233e-13)
Iter #: 2840 loss (6070643.3809145913, 2.4692603697649022e-13)
Iter #: 2850 loss (6069111.8175489884, 2.4325327538048568e-13)
Iter #: 2860 loss (6067586.7435852811, 2.7825450333564714e-13)
Iter #: 2870 loss (6066068.1090735141, 2.7331306267213023e-13)
Iter #: 2880 loss (6064555.8646262502, 2.6436461016062143e-13)
Iter #: 2890 loss (6063049.9614007464, 2.5928578708273407e-13)
Iter #: 2900 loss (6061550.3510815632, 2.7504503163886671e-13)
Iter #: 2910 loss (6060056.9858642565, 2.6627171194331675e-13)
Iter #: 2920 loss (6058569.8184396541, 2.6672591363842143e-13)
Iter #: 2930 loss (6057088.8019789299, 2.6904078225211192e-13)
Iter #: 2940 loss (6055613.8901195135, 2.6225928507095523e-13)
Iter #: 2950 loss (6054145.0369515065, 2.8119542148744961e-13)
Iter #: 2960 loss (6052682.1970050968, 2.5294274688650667e-13)
Iter #: 2970 loss (6051225.3252384076, 2.7471088148304476e-13)
Iter #: 2980 loss (6049774.377026137, 2.6027232466026923e-13)
Iter #: 2990 loss (6048329.3081489028, 2.7882951177920656e-13)
Iter #: 3000 loss (6046890.0747830505, 2.4448795714116562e-13)
Iter #: 3010 loss (6045456.6334912954, 2.7726983588754488e-13)
Iter #: 3020 loss (6044028.9412137866, 2.3855109619072191e-13)
Iter #: 3030 loss (6042606.9552598577, 2.6706883519128557e-13)
Iter #: 3040 loss (6041190.6333002131, 3.0841973264848197e-13)
Iter #: 3050 loss (6039779.9333599014, 2.7237472631002294e-13)
Iter #: 3060 loss (6038374.8138114484, 2.4024893544810796e-13)
Iter #: 3070 loss (6036975.2333687581, 2.6106959393117768e-13)
Iter #: 3080 loss (6035581.1510813991, 3.0718876238470465e-13)
Iter #: 3090 loss (6034192.526329332, 2.7589513534981613e-13)
Iter #: 3100 loss (6032809.3188180896, 2.6564426610155696e-13)
Iter #: 3110 loss (6031431.4885743568, 2.7060911381000735e-13)
Iter #: 3120 loss (6030058.9959418653, 2.7504684682006526e-13)
Iter #: 3130 loss (6028691.8015778689, 2.6130957219768786e-13)
Iter #: 3140 loss (6027329.8664496448, 2.3975616580465691e-13)
Iter #: 3150 loss (6025973.1518316874, 2.729390154903155e-13)
Iter #: 3160 loss (6024621.6193027999, 2.8788205045964737e-13)
Iter #: 3170 loss (6023275.2307438878, 2.6878656916043471e-13)
Iter #: 3180 loss (6021933.9483356485, 3.3216064169483209e-13)
Iter #: 3190 loss (6020597.7345568007, 2.9789150285111483e-13)
Iter #: 3200 loss (6019266.5521823503, 2.9218303104002124e-13)
Iter #: 3210 loss (6017940.3642820623, 2.6401011997426671e-13)
Iter #: 3220 loss (6016619.1342192814, 2.7799704231702211e-13)
Iter #: 3230 loss (6015302.8256497746, 2.6374022210813101e-13)
Iter #: 3240 loss (6013991.4025207888, 2.7003974654554683e-13)
Iter #: 3250 loss (6012684.8290702244, 2.9920376552023067e-13)
Iter #: 3260 loss (6011383.0698259417, 2.8054713835715391e-13)
Iter #: 3270 loss (6010086.0896051945, 3.0535541620194757e-13)
Iter #: 3280 loss (6008793.8535141265, 3.031951764583021e-13)
Iter #: 3290 loss (6007506.3269473379, 2.3663275756914275e-13)
Iter #: 3300 loss (6006223.4755875226, 2.9595316911855246e-13)
Iter #: 3310 loss (6004945.2654052833, 2.3177614487074571e-13)
Iter #: 3320 loss (6003671.6626587175, 2.5003935358410174e-13)
Iter #: 3330 loss (6002402.6338932645, 2.7683807210065795e-13)
Iter #: 3340 loss (6001138.1459415155, 2.6923070102931854e-13)
Iter #: 3350 loss (5999878.165922951, 2.8537053744389322e-13)
Iter #: 3360 loss (5998622.6612438178, 2.8665936479255076e-13)
Iter #: 3370 loss (5997371.5995968506, 2.947427018555138e-13)
Iter #: 3380 loss (5996124.9489610437, 2.6753084433338524e-13)
Iter #: 3390 loss (5994882.6776013924, 2.8047810809690574e-13)
Iter #: 3400 loss (5993644.7540686829, 3.0169161709255646e-13)
Iter #: 3410 loss (5992411.1471989965, 2.5907061304755361e-13)
Iter #: 3420 loss (5991181.8261134829, 2.7334721537998061e-13)
Iter #: 3430 loss (5989956.7602178426, 2.6567794410134023e-13)
Iter #: 3440 loss (5988735.919201904, 2.9304123959275462e-13)
Iter #: 3450 loss (5987519.2730390364, 2.9506638837657589e-13)
Iter #: 3460 loss (5986306.7919855062, 2.7166017773447011e-13)
Iter #: 3470 loss (5985098.446579895, 2.6957778109135503e-13)
Iter #: 3480 loss (5983894.2076422973, 2.8247217861112315e-13)
Iter #: 3490 loss (5982694.0462734625, 2.3416113168827106e-13)
Iter #: 3500 loss (5981497.9338539932, 3.0144265774335923e-13)
Iter #: 3510 loss (5980305.8420432946, 2.4888820862164641e-13)
Iter #: 3520 loss (5979117.742778562, 2.9698644063884255e-13)
Iter #: 3530 loss (5977933.6082736757, 2.8030838261251012e-13)
Iter #: 3540 loss (5976753.4110179553, 3.0089214855845832e-13)
Iter #: 3550 loss (5975577.123774888, 2.9806714480987583e-13)
Iter #: 3560 loss (5974404.7195808087, 3.372708328349902e-13)
Iter #: 3570 loss (5973236.1717434106, 3.0225858411584539e-13)
Iter #: 3580 loss (5972071.4538402641, 3.0738413479642203e-13)
Iter #: 3590 loss (5970910.5397172077, 2.7719819716015172e-13)
Iter #: 3600 loss (5969753.4034866868, 2.7020684284705462e-13)
Iter #: 3610 loss (5968600.019526043, 2.9040340057318563e-13)
Iter #: 3620 loss (5967450.3624756411, 2.7175074285919626e-13)
Iter #: 3630 loss (5966304.4072370622, 3.0865054913748131e-13)
Iter #: 3640 loss (5965162.1289711092, 2.7139929391882359e-13)
Iter #: 3650 loss (5964023.5030958038, 3.4473937840149855e-13)
Iter #: 3660 loss (5962888.5052843094, 2.1660535754145471e-13)
Iter #: 3670 loss (5961757.1114628175, 3.0353651225314812e-13)
Iter #: 3680 loss (5960629.2978083156, 2.9924662214034482e-13)
Iter #: 3690 loss (5959505.0407463629, 3.3090961609931587e-13)
Iter #: 3700 loss (5958384.3169487873, 3.1434871776365955e-13)
Iter #: 3710 loss (5957267.1033313023, 2.7577885683335409e-13)
Iter #: 3720 loss (5956153.377051129, 2.9908231593023222e-13)
Iter #: 3730 loss (5955043.1155045489, 2.8948054078831658e-13)
Iter #: 3740 loss (5953936.2963244356, 3.0474494208957043e-13)
Iter #: 3750 loss (5952832.8973776894, 2.7354196111872645e-13)
Iter #: 3760 loss (5951732.8967626579, 2.8777252284657385e-13)
Iter #: 3770 loss (5950636.2728066621, 2.8377896022210533e-13)
Iter #: 3780 loss (5949543.0040631974, 2.9458658844898928e-13)
Iter #: 3790 loss (5948453.0693094311, 3.6214862465791194e-13)
Iter #: 3800 loss (5947366.4475434301, 3.0023990269853421e-13)
Iter #: 3810 loss (5946283.1179815186, 2.8981260997199948e-13)
Iter #: 3820 loss (5945203.060055539, 2.7951091402195291e-13)
Iter #: 3830 loss (5944126.2534100991, 2.9681960357324265e-13)
Iter #: 3840 loss (5943052.6778999222, 3.3847993172057504e-13)
Iter #: 3850 loss (5941982.3135869168, 2.4813845731738379e-13)
Iter #: 3860 loss (5940915.140737582, 2.8420609260749083e-13)
Iter #: 3870 loss (5939851.1398201901, 3.0520508861808849e-13)
Iter #: 3880 loss (5938790.2915019514, 2.7106047839244367e-13)
Iter #: 3890 loss (5937732.5766463364, 2.6762524161216253e-13)
Iter #: 3900 loss (5936677.9763102112, 2.9322944706557258e-13)
Iter #: 3910 loss (5935626.4717411716, 2.856540699534005e-13)
Iter #: 3920 loss (5934578.0443747044, 3.0922793139061318e-13)
Iter #: 3930 loss (5933532.6758314949, 2.7649621343069004e-13)
Iter #: 3940 loss (5932490.3479146054, 2.5380465263282713e-13)
Iter #: 3950 loss (5931451.0426068651, 3.04865225395476e-13)
Iter #: 3960 loss (5930414.7420680514, 2.9631799899889664e-13)
Iter #: 3970 loss (5929381.4286322454, 2.7005209424557857e-13)
Iter #: 3980 loss (5928351.0848051449, 2.8697920071698368e-13)
Iter #: 3990 loss (5927323.6932614138, 2.9784702759855279e-13)
