Parsing sentences from training set
Initial loss (7809426.9624207867, 4.7257675880596056e-13) theoretical step size 5.60717030489e-09
Iter #: 980 loss (4602981.7697423548, 2308.9863252566079)
Iter #: 990 loss (4601901.8778796773, 2317.1449028117318)
Iter #: 1000 loss (4600838.4576526927, 2325.2223488550767)
Iter #: 1010 loss (4599791.0466375267, 2333.2200883269061)
Iter #: 1020 loss (4598759.2014915096, 2341.1395019102115)
Iter #: 1030 loss (4597742.4969507288, 2348.9819281697633)
Iter #: 1040 loss (4596740.5248891246, 2356.7486655619209)
Iter #: 1050 loss (4595752.8934346242, 2364.4409743231549)
Iter #: 1060 loss (4594779.2261387222, 2372.0600782447855)
Iter #: 1070 loss (4593819.161195768, 2379.6071663410771)
Iter #: 1080 loss (4592872.3507088162, 2387.0833944173933)
Iter #: 1090 loss (4591938.4599987129, 2394.4898865447799)
Iter #: 1100 loss (4591017.1669540051, 2401.8277364469627)
Iter #: 1110 loss (4590108.1614185413, 2409.0980088054043)
Iter #: 1120 loss (4589211.1446147682, 2416.3017404877482)
Iter #: 1130 loss (4588325.8286001161, 2423.4399417046352)
Iter #: 1140 loss (4587451.9357544491, 2430.5135970996002)
Iter #: 1150 loss (4586589.1982967053, 2437.5236667764548)
Iter #: 1160 loss (4585737.357828673, 2444.4710872682836)
Iter #: 1170 loss (4584896.1649044026, 2451.3567724519316)
Iter #: 1180 loss (4584065.3786233421, 2458.1816144115946)
Iter #: 1190 loss (4583244.76624614, 2464.9464842549128)
Iter #: 1200 loss (4582434.1028311932, 2471.6522328847041)
Iter #: 1210 loss (4581633.1708910614, 2478.2996917293199)
Iter #: 1220 loss (4580841.7600672627, 2484.8896734343366)
Iter #: 1230 loss (4580059.6668224912, 2491.4229725181817)
Iter #: 1240 loss (4579286.694148967, 2497.9003659940486)
Iter #: 1250 loss (4578522.6512922151, 2504.322613960343)
Iter #: 1260 loss (4577767.3534890395, 2510.6904601617034)
Iter #: 1270 loss (4577020.6217191182, 2517.0046325225353)
Iter #: 1280 loss (4576282.2824691357, 2523.2658436548199)
Iter #: 1290 loss (4575552.1675089244, 2529.4747913418637)
Iter #: 1300 loss (4574830.1136787385, 2535.6321589995146)
Iter #: 1310 loss (4574115.9626871552, 2541.7386161162754)
Iter #: 1320 loss (4573409.5609188117, 2547.7948186736289)
Iter #: 1330 loss (4572710.7592515741, 2553.801409547802)
Iter #: 1340 loss (4572019.4128825106, 2559.7590188941017)
Iter #: 1350 loss (4571335.3811621517, 2565.6682645148785)
Iter #: 1360 loss (4570658.5274365498, 2571.5297522120923)
Iter #: 1370 loss (4569988.718896877, 2577.3440761253823)
Iter #: 1380 loss (4569325.8264358677, 2583.1118190564866)
Iter #: 1390 loss (4568669.7245110041, 2588.8335527807831)
Iter #: 1400 loss (4568020.2910137475, 2594.5098383466852)
Iter #: 1410 loss (4567377.4071449628, 2600.1412263635489)
Iter #: 1420 loss (4566740.9572955584, 2605.7282572787281)
Iter #: 1430 loss (4566110.8289328907, 2611.2714616443536)
Iter #: 1440 loss (4565486.9124915907, 2616.7713603743659)
Iter #: 1450 loss (4564869.1012698254, 2622.2284649923222)
Iter #: 1460 loss (4564257.291329232, 2627.6432778704188)
Iter #: 1470 loss (4563651.3814002601, 2633.0162924601982)
Iter #: 1480 loss (4563051.2727899347, 2638.3479935153032)
Iter #: 1490 loss (4562456.8692958206, 2643.6388573067188)
Iter #: 1500 loss (4561868.0771202082, 2648.8893518307586)
Iter #: 1510 loss (4561284.8047928158, 2654.0999370102854)
Iter #: 1520 loss (4560706.9630894782, 2659.2710648892385)
Iter #: 1530 loss (4560134.464964604, 2664.4031798211031)
Iter #: 1540 loss (4559567.225471002, 2669.4967186510953)
Iter #: 1550 loss (4559005.1617058543, 2674.5521108930616)
Iter #: 1560 loss (4558448.1927243052, 2679.5697789002193)
Iter #: 1570 loss (4557896.2395088607, 2684.5501380316523)
Iter #: 1580 loss (4557349.2248598309, 2689.493596812214)
Iter #: 1590 loss (4556807.073413522, 2694.4005570899799)
Iter #: 1600 loss (4556269.7114665238, 2699.2714141853899)
Iter #: 1610 loss (4555737.0671062227, 2704.1065570418741)
Iter #: 1620 loss (4555209.0698462157, 2708.9063683637396)
Iter #: 1630 loss (4554685.6509885453, 2713.6712247674377)
Iter #: 1640 loss (4554166.7425277764, 2718.4014969182217)
Iter #: 1650 loss (4553652.2771298476, 2723.0975497566019)
Iter #: 1660 loss (4553142.1805964401, 2727.7597429066973)
Iter #: 1670 loss (4552636.3506468348, 2732.3884322966442)
Iter #: 1680 loss (4552134.5388680333, 2736.9839766954883)
Iter #: 1690 loss (4551635.838320394, 2741.5467681062805)
Iter #: 1700 loss (4551136.210450599, 2746.0773724047372)
Iter #: 1710 loss (4550616.7815427296, 2750.5771959927083)
Iter #: 1720 loss (4549987.1992184278, 2755.0516294448798)
Iter #: 1730 loss (4548823.6631190293, 2759.5239527978729)
Iter #: 1740 loss (4545838.4304715022, 2764.0743559797911)
Iter #: 1750 loss (4542408.9430511873, 2768.7650582179276)
Iter #: 1760 loss (4541192.8049051315, 2773.4289413353981)
Iter #: 1770 loss (4540498.2237069355, 2778.0019835198673)
Iter #: 1780 loss (4539891.7678561462, 2782.5013029883376)
Iter #: 1790 loss (4539318.8155232584, 2786.9407844796442)
Iter #: 1800 loss (4538765.4342289735, 2791.3291697055274)
Iter #: 1810 loss (4538225.5739913983, 2795.6722106872621)
Iter #: 1820 loss (4537695.8875378743, 2799.9738748795794)
Iter #: 1830 loss (4537174.3245507795, 2804.2370103296248)
Iter #: 1840 loss (4536659.556223846, 2808.4637350729308)
Iter #: 1850 loss (4536150.6890629474, 2812.6556762152181)
Iter #: 1860 loss (4535647.1010356434, 2816.8141216633362)
Iter #: 1870 loss (4535148.3476492614, 2820.9401193184576)
Iter #: 1880 loss (4534654.1008616928, 2825.0345432976133)
Iter #: 1890 loss (4534164.1132398983, 2829.0981392921726)
Iter #: 1900 loss (4533678.1918656258, 2833.131556088877)
Iter #: 1910 loss (4533196.1836537784, 2837.1353680604561)
Iter #: 1920 loss (4532717.9629137293, 2841.1100913351747)
Iter #: 1930 loss (4532243.4251856441, 2845.0561957764999)
Iter #: 1940 loss (4531772.4806431672, 2848.9741138439722)
Iter #: 1950 loss (4531305.051606047, 2852.8642473944465)
Iter #: 1960 loss (4530841.0686425138, 2856.7269728280203)
Iter #: 1970 loss (4530380.4697550423, 2860.5626451740709)
Iter #: 1980 loss (4529923.1978236837, 2864.3716012350064)
Iter #: 1990 loss (4529469.2005833853, 2868.1541621670904)
Iter #: 2000 loss (4529018.4287814517, 2871.9106354874957)
Iter #: 2010 loss (4528570.8365375428, 2875.6413167783717)
Iter #: 2020 loss (4528126.3799084332, 2879.346491018237)
Iter #: 2030 loss (4527685.0174323404, 2883.0264337525068)
Iter #: 2040 loss (4527246.708942011, 2886.6814120067211)
Iter #: 2050 loss (4526811.4161937423, 2890.3116851195473)
Iter #: 2060 loss (4526379.1018418996, 2893.9175053878221)
Iter #: 2070 loss (4525949.7301011533, 2897.4991186785496)
Iter #: 2080 loss (4525523.2658325369, 2901.0567648964616)
Iter #: 2090 loss (4525099.6752118496, 2904.5906784467611)
Iter #: 2100 loss (4524678.9248970337, 2908.1010885819032)
Iter #: 2110 loss (4524260.9826888563, 2911.5882197607034)
Iter #: 2120 loss (4523845.8167602383, 2915.0522919108621)
Iter #: 2130 loss (4523433.3963022158, 2918.4935207142885)
Iter #: 2140 loss (4523023.6908023106, 2921.9121178095129)
Iter #: 2150 loss (4522616.6706727613, 2925.3082910232797)
Iter #: 2160 loss (4522212.3065687083, 2928.6822445291991)
Iter #: 2170 loss (4521810.5699978368, 2932.0341790393832)
Iter #: 2180 loss (4521411.432671749, 2935.3642919306862)
Iter #: 2190 loss (4521014.8670971198, 2938.672777406041)
Iter #: 2200 loss (4520620.8459551055, 2941.9598265962868)
Iter #: 2210 loss (4520229.3426752491, 2945.2256276981452)
Iter #: 2220 loss (4519840.3308385024, 2948.4703660573923)
Iter #: 2230 loss (4519453.7847352922, 2951.6942242885007)
Iter #: 2240 loss (4519069.678788757, 2954.897382343383)
Iter #: 2250 loss (4518687.9880985701, 2958.0800176164425)
Iter #: 2260 loss (4518308.6878812574, 2961.2423050019897)
Iter #: 2270 loss (4517931.7540015932, 2964.3844169875329)
Iter #: 2280 loss (4517557.1624272987, 2967.5065237022172)
Iter #: 2290 loss (4517184.8897498194, 2970.6087930004801)
Iter #: 2300 loss (4516814.9126508385, 2973.6913905033248)
Iter #: 2310 loss (4516447.208414386, 2976.7544796739862)
Iter #: 2320 loss (4516081.7544027315, 2979.7982218534135)
Iter #: 2330 loss (4515718.5285618529, 2982.8227763292493)
Iter #: 2340 loss (4515357.5089042941, 2985.8283003665888)
Iter #: 2350 loss (4514998.6740100784, 2988.8149492712996)
Iter #: 2360 loss (4514642.0025141919, 2991.7828764168985)
Iter #: 2370 loss (4514287.473605046, 2994.7322333030161)
Iter #: 2380 loss (4513935.0665142862, 2997.6631695790829)
Iter #: 2390 loss (4513584.7610149551, 3000.5758330985814)
Iter #: 2400 loss (4513236.5369112575, 3003.4703699400766)
Iter #: 2410 loss (4512890.3745387513, 3006.3469244577955)
Iter #: 2420 loss (4512546.254251576, 3009.2056393004332)
Iter #: 2430 loss (4512204.1569270613, 3012.0466554584864)
Iter #: 2440 loss (4511864.0634479336, 3014.8701122812035)
Iter #: 2450 loss (4511525.9552138485, 3017.6761475210228)
Iter #: 2460 loss (4511189.8136158325, 3020.4648973489543)
Iter #: 2470 loss (4510855.6205575066, 3023.2364963964214)
Iter #: 2480 loss (4510523.357918947, 3025.9910777693262)
Iter #: 2490 loss (4510193.0080904458, 3028.7287730875228)
Iter #: 2500 loss (4509864.5534227286, 3031.4497124977861)
Iter #: 2510 loss (4509537.9767763587, 3034.1540247111088)
Iter #: 2520 loss (4509213.2609551279, 3036.8418370147592)
Iter #: 2530 loss (4508890.3892743699, 3039.5132753075632)
Iter #: 2540 loss (4508569.3449740922, 3042.1684641112051)
Iter #: 2550 loss (4508250.1118097268, 3044.8075266036367)
Iter #: 2560 loss (4507932.673441262, 3047.4305846297516)
Iter #: 2570 loss (4507617.0140503896, 3050.0377587330331)
Iter #: 2580 loss (4507303.1177013703, 3052.6291681657381)
Iter #: 2590 loss (4506990.9689890593, 3055.2049309188551)
Iter #: 2600 loss (4506680.5523669804, 3057.7651637319223)
Iter #: 2610 loss (4506371.85283064, 3060.3099821213627)
Iter #: 2620 loss (4506064.8552082479, 3062.8395003900519)
Iter #: 2630 loss (4505759.5448842803, 3065.3538316540621)
Iter #: 2640 loss (4505455.9070475027, 3067.8530878521042)
Iter #: 2650 loss (4505153.9274602598, 3070.3373797707086)
Iter #: 2660 loss (4504853.591658134, 3072.8068170536385)
Iter #: 2670 loss (4504554.8857709877, 3075.2615082255279)
Iter #: 2680 loss (4504257.7956678243, 3077.7015607013809)
Iter #: 2690 loss (4503962.3078362672, 3080.1270808086542)
Iter #: 2700 loss (4503668.4084656807, 3082.5381737969587)
Iter #: 2710 loss (4503376.0843923371, 3084.9349438585655)
Iter #: 2720 loss (4503085.3221131982, 3087.3174941384327)
Iter #: 2730 loss (4502796.1088046608, 3089.685926753094)
Iter #: 2740 loss (4502508.4312587986, 3092.0403428011423)
Iter #: 2750 loss (4502222.2769842222, 3094.3808423804376)
Iter #: 2760 loss (4501937.6330558062, 3096.7075245991909)
Iter #: 2770 loss (4501654.4873070782, 3099.0204875914219)
Iter #: 2780 loss (4501372.8270836109, 3101.3198285287849)
Iter #: 2790 loss (4501092.640537193, 3103.6056436341805)
Iter #: 2800 loss (4500813.9152720599, 3105.8780281945037)
Iter #: 2810 loss (4500536.6397522101, 3108.1370765722781)
Iter #: 2820 loss (4500260.8018286228, 3110.3828822195142)
Iter #: 2830 loss (4499986.3902721033, 3112.6155376872262)
Iter #: 2840 loss (4499713.3931685127, 3114.8351346406043)
Iter #: 2850 loss (4499441.7995906789, 3117.0417638662498)
Iter #: 2860 loss (4499171.5978474319, 3119.235515288884)
Iter #: 2870 loss (4498902.777309523, 3121.4164779761049)
Iter #: 2880 loss (4498635.3264968768, 3123.584740156894)
Iter #: 2890 loss (4498369.2350746356, 3125.7403892236598)
Iter #: 2900 loss (4498104.4917618688, 3127.8835117528329)
Iter #: 2910 loss (4497841.0865153279, 3130.0141935039301)
Iter #: 2920 loss (4497579.0082410984, 3132.1325194425481)
Iter #: 2930 loss (4497318.2471854333, 3134.2385737361615)
Iter #: 2940 loss (4497058.7924291752, 3136.332439779871)
Iter #: 2950 loss (4496800.6345067052, 3138.414200188573)
Iter #: 2960 loss (4496543.7626611302, 3140.4839368258763)
Iter #: 2970 loss (4496288.1677143024, 3142.5417307922494)
Iter #: 2980 loss (4496033.8390588509, 3144.5876624575553)
Iter #: 2990 loss (4495780.7678042492, 3146.6218114447247)
Iter #: 3000 loss (4495528.9434795706, 3148.6442566664123)
Iter #: 3010 loss (4495278.3574828329, 3150.6550763036971)
Iter #: 3020 loss (4495028.9994661324, 3152.6543478474146)
Iter #: 3030 loss (4494780.8611177849, 3154.6421480713166)
Iter #: 3040 loss (4494533.9321990414, 3156.6185530787197)
Iter #: 3050 loss (4494288.2046912061, 3158.5836382694629)
Iter #: 3060 loss (4494043.6684503043, 3160.5374783925927)
Iter #: 3070 loss (4493800.3157542152, 3162.4801475063819)
Iter #: 3080 loss (4493558.1365388213, 3164.4117190378624)
Iter #: 3090 loss (4493317.1233831402, 3166.3322657350623)
Iter #: 3100 loss (4493077.2662873762, 3168.241859734293)
Iter #: 3110 loss (4492838.558137252, 3170.1405725036698)
Iter #: 3120 loss (4492600.9889811184, 3172.0284749191719)
Iter #: 3130 loss (4492364.552018011, 3173.9056371983816)
Iter #: 3140 loss (4492129.2373274611, 3175.7721289864585)
Iter #: 3150 loss (4491895.0384296374, 3177.62801927891)
Iter #: 3160 loss (4491661.9454174442, 3179.4733765187621)
Iter #: 3170 loss (4491429.9521411117, 3181.3082685070103)
Iter #: 3180 loss (4491199.0486882841, 3183.1327625124418)
Iter #: 3190 loss (4490969.2292494327, 3184.946925168244)
Iter #: 3200 loss (4490740.4838872645, 3186.7508225960942)
Iter #: 3210 loss (4490512.8071440626, 3188.5445202872434)
Iter #: 3220 loss (4490286.1890368806, 3190.3280832426749)
Iter #: 3230 loss (4490060.6244727001, 3192.1015758367503)
Iter #: 3240 loss (4489836.1034010714, 3193.8650619754903)
Iter #: 3250 loss (4489612.6211080514, 3195.618604940626)
Iter #: 3260 loss (4489390.1674526008, 3197.3622675682936)
Iter #: 3270 loss (4489168.7381157475, 3199.0961120710817)
Iter #: 3280 loss (4488948.3228415037, 3200.8202002397006)
Iter #: 3290 loss (4488728.917723394, 3202.5345932403266)
Iter #: 3300 loss (4488510.5123646306, 3204.2393518421204)
Iter #: 3310 loss (4488293.1032904712, 3205.9345361868332)
Iter #: 3320 loss (4488076.6799360439, 3207.620206045407)
Iter #: 3330 loss (4487861.2392793475, 3209.2964205564226)
Iter #: 3340 loss (4487646.7705585174, 3210.9632385154168)
Iter #: 3350 loss (4487433.2712271819, 3212.6207180783408)
Iter #: 3360 loss (4487220.7302958444, 3214.2689170876461)
Iter #: 3370 loss (4487009.1457186677, 3215.9078927364881)
Iter #: 3380 loss (4486798.506246102, 3217.5377019361163)
Iter #: 3390 loss (4486588.8103597146, 3219.1584009360149)
Iter #: 3400 loss (4486380.046515665, 3220.7700457376873)
Iter #: 3410 loss (4486172.2137519643, 3222.3726916653777)
Iter #: 3420 loss (4485965.3001941387, 3223.9663938319268)
Iter #: 3430 loss (4485759.3054679986, 3225.5512066540614)
Iter #: 3440 loss (4485554.2173300246, 3227.1271843767045)
Iter #: 3450 loss (4485350.0360274613, 3228.6943805260844)
Iter #: 3460 loss (4485146.7489071172, 3230.2528484996442)
Iter #: 3470 loss (4484944.3568737814, 3231.8026409494332)
Iter #: 3480 loss (4484742.8468216872, 3233.3438104455809)
Iter #: 3490 loss (4484542.2203517146, 3234.8764087815634)
Iter #: 3500 loss (4484342.4638602836, 3236.4004877201401)
Iter #: 3510 loss (4484143.5796855399, 3237.9160982110893)
Iter #: 3520 loss (4483945.5536782807, 3239.4232912295656)
Iter #: 3530 loss (4483748.3889578152, 3240.9221168957852)
Iter #: 3540 loss (4483552.0707790675, 3242.4126254169319)
Iter #: 3550 loss (4483356.603089015, 3243.8948660970295)
Iter #: 3560 loss (4483161.9704937665, 3245.3688883948371)
Iter #: 3570 loss (4482968.177817449, 3246.8347408107784)
Iter #: 3580 loss (4482775.208961688, 3248.2924720746973)
Iter #: 3590 loss (4482583.0696800295, 3249.7421298952031)
Iter #: 3600 loss (4482391.74311129, 3251.1837622927501)
Iter #: 3610 loss (4482201.2359935455, 3252.6174161950785)
Iter #: 3620 loss (4482011.5306416834, 3254.0431389328642)
Iter #: 3630 loss (4481822.6348364158, 3255.4609766630374)
Iter #: 3640 loss (4481634.5300047295, 3256.8709760462525)
Iter #: 3650 loss (4481447.2250310108, 3258.2731824777702)
Iter #: 3660 loss (4481260.7003876073, 3259.6676419681899)
Iter #: 3670 loss (4481074.9661265202, 3261.0543991592754)
Iter #: 3680 loss (4480890.0016959189, 3262.4334994318283)
Iter #: 3690 loss (4480705.8183822408, 3263.8049866812526)
Iter #: 3700 loss (4480522.3945372729, 3265.1689056791774)
Iter #: 3710 loss (4480339.7427514419, 3266.5252995807045)
Iter #: 3720 loss (4480157.8402053062, 3267.874212569368)
Iter #: 3730 loss (4479976.7008655667, 3269.2156870648555)
Iter #: 3740 loss (4479796.3006641436, 3270.5497666842398)
Iter #: 3750 loss (4479616.6550189313, 3271.8764931154487)
Iter #: 3760 loss (4479437.7385334335, 3273.195909431377)
Iter #: 3770 loss (4479259.5681539113, 3274.5080565905105)
Iter #: 3780 loss (4479082.1170735769, 3275.8129771446211)
Iter #: 3790 loss (4478905.4038464297, 3277.1107113236417)
Iter #: 3800 loss (4478729.4001715388, 3278.4013011821658)
Iter #: 3810 loss (4478554.1262918916, 3279.6847862209247)
Iter #: 3820 loss (4478379.5523269996, 3280.9612080222978)
Iter #: 3830 loss (4478205.70029152, 3282.2306053555017)
Iter #: 3840 loss (4478032.5386388451, 3283.4930193568375)
Iter #: 3850 loss (4477860.091239024, 3284.7484880598959)
Iter #: 3860 loss (4477688.3247920554, 3285.9970521823625)
Iter #: 3870 loss (4477517.2651076764, 3287.2387490161368)
Iter #: 3880 loss (4477346.8770449581, 3288.4736188892607)
Iter #: 3890 loss (4477177.1884376472, 3289.7016983437588)
Iter #: 3900 loss (4477008.1622168105, 3290.9230273486896)
Iter #: 3910 loss (4476839.8283237536, 3292.137641685722)
Iter #: 3920 loss (4476672.1476756847, 3293.3455809974853)
Iter #: 3930 loss (4476505.1524034673, 3294.5468802923119)
Iter #: 3940 loss (4476338.8013266642, 3295.7415789210891)
Iter #: 3950 loss (4476173.1288452866, 3296.9297111030965)
Iter #: 3960 loss (4476008.0916004246, 3298.1113159345391)
Iter #: 3970 loss (4475843.7263373099, 3299.2864268269586)
Iter #: 3980 loss (4475679.9874419812, 3300.4550826615769)
Iter #: 3990 loss (4475516.9140762314, 3301.6173160202784)
Iter #: 4000 loss (4475354.4582998576, 3302.7731656119327)
Iter #: 4010 loss (4475192.661756427, 3303.9226631633064)
Iter #: 4020 loss (4475031.4741153438, 3305.0658472568166)
Iter #: 4030 loss (4474870.9395594699, 3306.20274873479)
Iter #: 4040 loss (4474711.0053121857, 3307.3334061026862)
Iter #: 4050 loss (4474551.7181437882, 3308.4578492848618)
Iter #: 4060 loss (4474393.0227864357, 3309.5761167633118)
Iter #: 4070 loss (4474234.9686345616, 3310.6882375062823)
Iter #: 4080 loss (4474077.4978965353, 3311.7942500302001)
Iter #: 4090 loss (4473920.6626139237, 3312.8941823040368)
Iter #: 4100 loss (4473764.402453606, 3313.9880729414044)
Iter #: 4110 loss (4473608.7721112259, 3315.0759488633503)
Iter #: 4120 loss (4473453.7087120349, 3316.1578488487735)
Iter #: 4130 loss (4473299.26959363, 3317.2337987161477)
Iter #: 4140 loss (4473145.3893600972, 3318.3038374836565)
Iter #: 4150 loss (4472992.1279568197, 3319.3679898060009)
Iter #: 4160 loss (4472839.4175108951, 3320.4262950211228)
Iter #: 4170 loss (4472687.3205158748, 3321.4787765515953)
Iter #: 4180 loss (4472535.7666934412, 3322.5254741427038)
Iter #: 4190 loss (4472384.8209962659, 3323.566409908738)
Iter #: 4200 loss (4472234.4108437588, 3324.6016240977151)
Iter #: 4210 loss (4472084.6035250584, 3325.6311374309548)
Iter #: 4220 loss (4471935.3242963329, 3326.6549907631584)
Iter #: 4230 loss (4471786.6426221244, 3327.6732033286899)
Iter #: 4240 loss (4471638.4817754086, 3328.6858167022529)
Iter #: 4250 loss (4471490.9131915122, 3329.6928485271264)
Iter #: 4260 loss (4471343.8583865948, 3330.6943412216074)
Iter #: 4270 loss (4471197.3905128334, 3331.6903107226799)
Iter #: 4280 loss (4471051.4296084251, 3332.6808004270506)
Iter #: 4290 loss (4470906.0502327196, 3333.665824438141)
Iter #: 4300 loss (4470761.1712839091, 3334.645427278153)
Iter #: 4310 loss (4470616.8683562409, 3335.6196210765174)
Iter #: 4320 loss (4470473.0596121643, 3336.588451641433)
Iter #: 4330 loss (4470329.8212382644, 3337.5519289735735)
Iter #: 4340 loss (4470187.0711399727, 3338.5101003422701)
Iter #: 4350 loss (4470044.8855748829, 3339.4629734490727)
Iter #: 4360 loss (4469903.1827532854, 3340.4105972155407)
Iter #: 4370 loss (4469762.0383945564, 3341.3529768567328)
